Total Trades,Win Rate,Average Profit per Trade,Total Profit,Profit Percentage,Max Drawdown,Sharpe Ratio
345,0.553623188405797,-4.27536231884058,-1475.0,-1.4749999999999999,2345.0,-25.866410812621403
